id,title,cover,author,nationality,translator,startingTime,endTime,summary
1,世界尽头的咖啡馆,http://img3m4.ddimg.cn/25/30/27869614-1_b_16.jpg,约翰·史崔勒基,美,万洁,2022-04-20,2022-05-20,努力的人越幸运，当一个人为目标努力时，别人不一定来帮助你，但努力的身影会渐渐影响他人， 在他熟知的领域或许只是一个简单的交谈对话都会有很大的帮助，这就是幸运。 不要害怕前方，在旅途的某一处终会有人把机会给你。
